Order_ID,Date,Customer_Name,City,Category,Product,Price,Quantity,Discount_Percent,Revenue,Profit
ORD0109,2025-10-10,Aarav Sharma,Hyderabad,Electronics,Mouse,2793,4,25,8379.0,750.71
ORD0110,2025-11-28,Rahul Verma,Lucknow,Home Appliances,Mixer,3840,2,15,6528.0,1872.0
ORD0111,2025-05-05,Anjali Mishra,Hyderabad,Clothing,Shirt,1919,7,15,11418.05,3369.02
ORD0112,2025-08-01,Neha Patel,Hyderabad,Furniture,Sofa,27491,3,0,82473.0,9819.39
ORD0113,2025-12-04,Anjali Mishra,Mumbai,Clothing,T-Shirt,1079,5,20,4316.0,841.54
ORD0114,2025-10-06,Rohit Kumar,Lucknow,Home Appliances,Electric Kettle,2783,6,10,15028.2,2824.99
ORD0115,2025-07-30,Aarav Sharma,Pune,Clothing,Jeans,2178,7,5,14483.7,3823.74
ORD0116,2025-03-06,Vikas Singh,Chennai,Home Appliances,Fan,4962,3,15,12653.1,3684.66
ORD0117,2025-08-22,Aarav Sharma,Mumbai,Clothing,T-Shirt,2290,8,0,18320.0,3324.86
ORD0118,2025-12-21,Rohit Kumar,Delhi,Home Appliances,Microwave,8225,8,10,59220.0,7973.4
ORD0119,2025-09-07,Vikas Singh,Varanasi,Clothing,Shirt,2356,6,25,10602.0,2435.06
ORD0120,2025-08-11,Riya Singh,Delhi,Accessories,Backpack,2723,5,5,12934.25,3061.43
ORD0121,2025-01-29,Aman Yadav,Pune,Home Appliances,Microwave,18370,5,0,91850.0,5648.57
ORD0122,2025-12-16,Rahul Verma,Mumbai,Clothing,Sneakers,3885,4,20,12432.0,1902.26
ORD0123,2025-09-12,Pooja Agarwal,Mumbai,Furniture,Office Chair,24971,7,20,139837.6,30873.86
ORD0124,2025-01-05,Anjali Mishra,Kolkata,Furniture,Sofa,56805,5,15,241421.25,27481.39
ORD0125,2025-06-03,Karan Mehta,Jaipur,Accessories,Watch,2210,8,10,15912.0,4724.48
ORD0126,2025-02-24,Priya Gupta,Jaipur,Clothing,Sneakers,6449,4,15,21926.6,5774.02
ORD0127,2025-12-04,Rohit Kumar,Kolkata,Accessories,Wallet,2754,5,25,10327.5,1278.62
ORD0128,2025-04-28,Pooja Agarwal,Pune,Electronics,Keyboard,901,8,10,6487.2,1582.46
ORD0129,2025-12-04,Karan Mehta,Mumbai,Furniture,Desk,14172,5,25,53145.0,12696.04
ORD0130,2025-01-18,Pooja Agarwal,Pune,Electronics,Mouse,2947,1,10,2652.3,655.52
ORD0131,2025-04-13,Rahul Verma,Hyderabad,Furniture,Office Chair,14670,6,25,66015.0,10158.11
ORD0132,2025-09-04,Aman Yadav,Pune,Clothing,Shirt,2855,5,5,13561.25,1549.27
ORD0133,2025-12-12,Rohit Kumar,Hyderabad,Electronics,Headphones,2233,3,5,6364.05,1686.7
ORD0134,2025-03-05,Anjali Mishra,Pune,Clothing,T-Shirt,2119,7,0,14833.0,1722.33
ORD0135,2025-08-30,Aarav Sharma,Chennai,Clothing,Shirt,2360,6,0,14160.0,3096.92
ORD0136,2025-08-26,Sneha Roy,Kolkata,Accessories,Wallet,2898,4,25,8694.0,572.1
ORD0137,2025-09-10,Riya Singh,Delhi,Home Appliances,Mixer,3145,1,0,3145.0,396.56
ORD0138,2025-12-23,Vikas Singh,Jaipur,Furniture,Coffee Table,5222,7,15,31070.9,4435.46
ORD0139,2025-05-24,Aarav Sharma,Pune,Accessories,Watch,7797,2,15,13254.9,2702.85
ORD0140,2025-12-18,Neha Patel,Hyderabad,Furniture,Sofa,44143,4,10,158914.8,11892.97
ORD0141,2025-08-21,Riya Singh,Bengaluru,Clothing,T-Shirt,1315,5,5,6246.25,1824.23
ORD0142,2025-10-17,Priya Gupta,Delhi,Accessories,Backpack,1214,6,5,6919.8,2056.6
ORD0143,2025-03-17,Pooja Agarwal,Varanasi,Accessories,Watch,10607,4,5,40306.6,5326.11
ORD0144,2025-01-14,Rahul Verma,Varanasi,Clothing,Jeans,1732,5,5,8227.0,637.44
ORD0145,2025-01-27,Rahul Verma,Jaipur,Clothing,Jeans,3611,6,0,21666.0,2027.1
ORD0146,2025-09-20,Pooja Agarwal,Delhi,Accessories,Backpack,1320,8,15,8976.0,2194.67
ORD0147,2025-12-04,Vikas Singh,Kolkata,Home Appliances,Electric Kettle,1707,1,25,1280.25,314.69
ORD0148,2025-02-25,Anjali Mishra,Lucknow,Home Appliances,Mixer,2498,8,15,16986.4,2659.53
ORD0149,2025-11-16,Karan Mehta,Chennai,Electronics,Laptop,56109,3,0,168327.0,13726.71
ORD0150,2025-08-09,Riya Singh,Delhi,Accessories,Wallet,1960,5,15,8330.0,1469.31
ORD0151,2025-08-21,Rohit Kumar,Jaipur,Accessories,Watch,8046,8,5,61149.6,9383.61
ORD0152,2025-03-20,Karan Mehta,Lucknow,Electronics,Tablet,39968,6,25,179856.0,20453.66
ORD0153,2025-07-10,Rahul Verma,Hyderabad,Electronics,Laptop,89511,2,0,179022.0,28279.95
ORD0154,2025-12-07,Rohit Kumar,Varanasi,Electronics,Keyboard,3200,2,15,5440.0,752.89
ORD0155,2025-04-19,Rahul Verma,Lucknow,Clothing,Shirt,2079,6,0,12474.0,2425.94
ORD0156,2025-10-21,Priya Gupta,Jaipur,Furniture,Office Chair,16472,6,0,98832.0,23784.06
ORD0157,2025-12-26,Aman Yadav,Pune,Accessories,Belt,507,5,0,2535.0,241.09
ORD0158,2025-02-05,Rahul Verma,Varanasi,Clothing,T-Shirt,871,3,20,2090.4,448.05
ORD0159,2025-06-24,Rahul Verma,Pune,Electronics,Mouse,2472,4,15,8404.8,1302.39
ORD0160,2025-11-13,Aarav Sharma,Delhi,Clothing,Jacket,6649,2,0,13298.0,1182.13
ORD0161,2025-05-20,Priya Gupta,Hyderabad,Clothing,Sneakers,8447,8,20,54060.8,8677.36
ORD0162,2025-10-31,Anjali Mishra,Hyderabad,Electronics,Tablet,40174,2,10,72313.2,15876.69
ORD0163,2025-04-15,Aman Yadav,Bengaluru,Clothing,T-Shirt,951,7,20,5325.6,339.22
ORD0164,2025-08-09,Rahul Verma,Mumbai,Furniture,Bookshelf,7742,6,0,46452.0,2412.37
ORD0165,2025-01-22,Rohit Kumar,Varanasi,Home Appliances,Electric Kettle,1742,6,0,10452.0,1560.15
ORD0166,2025-11-24,Rohit Kumar,Kolkata,Home Appliances,Mixer,4564,7,20,25558.4,3862.02
ORD0167,2025-11-13,Anjali Mishra,Pune,Electronics,Headphones,1341,6,5,7643.7,1913.45
ORD0168,2025-07-25,Vikas Singh,Delhi,Electronics,Headphones,14836,2,5,28188.4,4479.68
ORD0169,2025-02-09,Vikas Singh,Delhi,Home Appliances,Air Cooler,11562,4,10,41623.2,10188.5
ORD0170,2025-11-27,Rahul Verma,Bengaluru,Accessories,Belt,1194,6,10,6447.6,1494.84
ORD0171,2025-12-02,Riya Singh,Mumbai,Electronics,Smartphone,26775,4,5,101745.0,20410.02
ORD0172,2025-08-14,Riya Singh,Lucknow,Home Appliances,Fan,5477,6,25,24646.5,3180.25
ORD0173,2025-06-08,Anjali Mishra,Lucknow,Home Appliances,Air Cooler,10500,1,10,9450.0,1671.08
ORD0174,2025-02-16,Pooja Agarwal,Chennai,Electronics,Laptop,59165,5,0,295825.0,62468.36
ORD0175,2025-10-20,Karan Mehta,Bengaluru,Accessories,Sunglasses,4290,1,15,3646.5,1011.04
ORD0176,2025-06-25,Sneha Roy,Delhi,Clothing,Shirt,2748,3,0,8244.0,1340.73
ORD0177,2025-08-13,Vikas Singh,Hyderabad,Accessories,Watch,1641,4,25,4923.0,784.92
ORD0178,2025-06-23,Karan Mehta,Chennai,Accessories,Watch,6962,6,10,37594.8,5520.95
ORD0179,2025-10-13,Karan Mehta,Jaipur,Electronics,Monitor,27672,6,0,166032.0,21986.4
ORD0180,2025-12-06,Rahul Verma,Pune,Clothing,Jacket,7928,3,10,21405.6,1506.43
ORD0181,2025-11-26,Neha Patel,Mumbai,Clothing,Sneakers,3612,2,10,6501.6,1233.55
ORD0182,2025-04-03,Priya Gupta,Pune,Accessories,Backpack,4268,6,0,25608.0,3601.75
ORD0183,2025-02-21,Vikas Singh,Hyderabad,Home Appliances,Microwave,10711,3,5,30526.35,2115.21
ORD0184,2025-03-25,Rahul Verma,Chennai,Accessories,Backpack,3558,3,20,8539.2,1231.18
ORD0185,2025-05-02,Anjali Mishra,Chennai,Furniture,Sofa,17863,7,10,112536.9,24655.79
ORD0186,2025-08-29,Priya Gupta,Pune,Clothing,Sneakers,5333,4,10,19198.8,5594.51
ORD0187,2025-08-03,Rahul Verma,Bengaluru,Accessories,Sunglasses,4282,5,15,18198.5,3197.96
ORD0188,2025-07-10,Vikas Singh,Delhi,Accessories,Watch,5096,1,25,3822.0,650.3
ORD0189,2025-09-20,Rahul Verma,Jaipur,Accessories,Backpack,3135,2,5,5956.5,704.05
ORD0190,2025-08-01,Aarav Sharma,Jaipur,Electronics,Smartphone,63523,8,10,457365.6,129259.74
ORD0191,2025-01-15,Neha Patel,Delhi,Accessories,Wallet,1365,7,0,9555.0,1373.32
ORD0192,2025-08-30,Sneha Roy,Mumbai,Clothing,Jeans,1763,1,10,1586.7,443.24
ORD0193,2025-03-18,Vikas Singh,Chennai,Home Appliances,Fan,1843,2,0,3686.0,420.13
ORD0194,2025-01-25,Priya Gupta,Jaipur,Accessories,Sunglasses,1410,5,5,6697.5,839.12
ORD0195,2025-01-09,Karan Mehta,Hyderabad,Accessories,Sunglasses,1014,2,15,1723.8,343.35
ORD0196,2025-11-11,Neha Patel,Bengaluru,Accessories,Watch,12772,3,10,34484.4,5424.73
ORD0197,2025-02-04,Vikas Singh,Hyderabad,Accessories,Sunglasses,2034,2,20,3254.4,955.7
ORD0198,2025-07-18,Neha Patel,Kolkata,Accessories,Belt,483,7,15,2873.85,174.97
ORD0199,2025-11-18,Riya Singh,Chennai,Electronics,Tablet,16427,6,5,93633.9,21838.73
ORD0200,2025-11-26,Rahul Verma,Lucknow,Clothing,Jeans,1381,6,20,6628.8,892.48
ORD0201,2025-08-23,Aarav Sharma,Kolkata,Home Appliances,Microwave,9209,2,25,13813.5,3371.15
ORD0202,2025-09-21,Rohit Kumar,Hyderabad,Furniture,Office Chair,11536,1,10,10382.4,2941.78
ORD0203,2025-01-25,Karan Mehta,Pune,Home Appliances,Air Cooler,6599,4,10,23756.4,3307.93
ORD0204,2025-08-14,Rohit Kumar,Pune,Clothing,T-Shirt,2137,6,15,10898.7,2968.5
ORD0205,2025-02-12,Sneha Roy,Jaipur,Furniture,Sofa,47605,6,20,228504.0,26661.89
ORD0206,2025-02-22,Riya Singh,Pune,Electronics,Headphones,10870,3,20,26088.0,3220.34
ORD0207,2025-06-29,Anjali Mishra,Varanasi,Clothing,Jacket,5652,7,5,37585.8,8360.63
ORD0208,2025-01-30,Riya Singh,Jaipur,Clothing,Shirt,2581,5,25,9678.75,2855.3
ORD0209,2025-12-14,Anjali Mishra,Varanasi,Clothing,Shirt,1455,1,5,1382.25,362.38
ORD0210,2025-10-18,Aarav Sharma,Chennai,Furniture,Office Chair,12733,6,10,68758.2,10019.0
ORD0211,2025-10-21,Rahul Verma,Hyderabad,Furniture,Sofa,39311,6,15,200486.1,48271.26
ORD0212,2025-01-14,Sneha Roy,Mumbai,Clothing,Sneakers,6650,5,5,31587.5,9164.48
ORD0213,2025-12-27,Anjali Mishra,Bengaluru,Home Appliances,Electric Kettle,2385,2,10,4293.0,1046.38
ORD0214,2025-02-07,Anjali Mishra,Mumbai,Accessories,Wallet,2411,4,0,9644.0,809.44
ORD0215,2025-10-05,Aman Yadav,Kolkata,Home Appliances,Mixer,4618,6,25,20781.0,1376.42
ORD0216,2025-04-13,Rahul Verma,Bengaluru,Furniture,Desk,17003,6,20,81614.4,8656.06
ORD0217,2025-10-10,Rahul Verma,Chennai,Home Appliances,Mixer,4956,6,15,25275.6,6342.04
ORD0218,2025-09-27,Rohit Kumar,Jaipur,Electronics,Laptop,55269,7,25,290162.25,66655.32
ORD0219,2025-08-27,Karan Mehta,Hyderabad,Accessories,Backpack,1826,6,25,8217.0,563.2
ORD0220,2025-01-29,Riya Singh,Hyderabad,Clothing,Jeans,3458,3,5,9855.3,1558.66
ORD0221,2025-04-26,Neha Patel,Hyderabad,Furniture,Bookshelf,5697,3,10,15381.9,4363.61
ORD0222,2025-05-21,Rahul Verma,Kolkata,Clothing,T-Shirt,1013,4,25,3039.0,878.54
ORD0223,2025-03-20,Rahul Verma,Chennai,Accessories,Belt,782,3,20,1876.8,535.64
ORD0224,2025-11-25,Pooja Agarwal,Kolkata,Accessories,Wallet,2708,1,0,2708.0,190.39
ORD0225,2025-10-07,Aman Yadav,Kolkata,Furniture,Coffee Table,9825,1,15,8351.25,2273.62
ORD0226,2025-12-19,Aarav Sharma,Mumbai,Home Appliances,Microwave,18222,7,10,114798.6,18756.49
ORD0227,2025-03-15,Neha Patel,Pune,Home Appliances,Fan,5766,8,5,43821.6,5918.03
ORD0228,2025-06-13,Priya Gupta,Lucknow,Clothing,Sneakers,3642,6,20,17481.6,3328.72
ORD0229,2025-05-29,Rohit Kumar,Chennai,Electronics,Tablet,41464,4,5,157563.2,11691.65
ORD0230,2025-04-08,Rahul Verma,Lucknow,Home Appliances,Microwave,9616,6,20,46156.8,10629.09
ORD0231,2025-07-21,Vikas Singh,Lucknow,Accessories,Sunglasses,4585,5,15,19486.25,1087.22
ORD0232,2025-09-11,Pooja Agarwal,Lucknow,Furniture,Desk,13557,6,0,81342.0,5094.86
ORD0233,2025-05-16,Sneha Roy,Pune,Clothing,Shirt,833,2,15,1416.1,118.22
ORD0234,2025-04-10,Neha Patel,Hyderabad,Home Appliances,Air Cooler,6741,7,0,47187.0,9086.82
ORD0235,2025-11-16,Karan Mehta,Chennai,Clothing,T-Shirt,1291,8,20,8262.4,990.91
ORD0236,2025-06-23,Vikas Singh,Pune,Electronics,Smartphone,16336,7,10,102916.8,25597.91
ORD0237,2025-01-20,Rahul Verma,Pune,Furniture,Desk,13870,7,20,77672.0,4665.27
ORD0238,2025-03-13,Neha Patel,Chennai,Home Appliances,Electric Kettle,2671,3,20,6410.4,1751.85
ORD0239,2025-09-18,Vikas Singh,Lucknow,Clothing,Jeans,2809,5,20,11236.0,1506.67
ORD0240,2025-02-26,Rohit Kumar,Chennai,Accessories,Wallet,2345,1,10,2110.5,280.3
ORD0241,2025-10-24,Pooja Agarwal,Bengaluru,Clothing,T-Shirt,1722,8,10,12398.4,3617.45
ORD0242,2025-11-14,Rohit Kumar,Mumbai,Electronics,Keyboard,4435,3,20,10644.0,2206.04
ORD0243,2025-06-10,Rohit Kumar,Mumbai,Furniture,Office Chair,23761,2,5,45145.9,2471.03
ORD0244,2025-12-28,Rahul Verma,Hyderabad,Home Appliances,Microwave,13723,8,25,82338.0,19090.11
ORD0245,2025-03-30,Anjali Mishra,Hyderabad,Furniture,Coffee Table,8325,8,20,53280.0,7683.31
ORD0246,2025-05-07,Aman Yadav,Hyderabad,Clothing,Shirt,2251,5,20,9004.0,1540.09
ORD0247,2025-12-27,Anjali Mishra,Pune,Clothing,Jeans,2419,5,25,9071.25,923.63
ORD0248,2025-12-13,Vikas Singh,Jaipur,Home Appliances,Air Cooler,15183,5,10,68323.5,5497.89
ORD0249,2025-02-10,Neha Patel,Lucknow,Home Appliances,Air Cooler,8399,5,0,41995.0,5119.51
ORD0250,2025-10-15,Sneha Roy,Kolkata,Clothing,Sneakers,5005,4,20,16016.0,1886.42
ORD0251,2025-09-29,Priya Gupta,Bengaluru,Furniture,Office Chair,24229,4,5,92070.2,5772.01
ORD0252,2025-12-15,Rahul Verma,Varanasi,Electronics,Laptop,62086,6,25,279387.0,46965.23
ORD0253,2025-05-28,Neha Patel,Kolkata,Accessories,Watch,7666,8,15,52128.8,11084.39
ORD0254,2025-01-20,Rahul Verma,Jaipur,Electronics,Monitor,9931,4,20,31779.2,7457.68
